Akademos : revue mensuelle d'art libre et de critique / dir. Jacques d'Adelswärd Fersen,1909,1909,https://gallica.bnf.fr/ark:/12148/cb343981920/date,cb343981920_date
"Alauda : études et notes ornithologiques / recueil publié par P. Paris,...",1929,1929,https://gallica.bnf.fr/ark:/12148/cb34348137t/date,cb34348137t_date
Albia christiania : publication mensuelle illustrée / [directeur Abbé Edmond Fort],1893,1914,https://gallica.bnf.fr/ark:/12148/cb326849839/date,cb326849839_date
Album archéologique / Société des antiquaires de Picardie,1886,1909,https://gallica.bnf.fr/ark:/12148/cb343981773/date,cb343981773_date
Album de l'École de dessin : journal des jeunes artistes et des amateurs,1851,1861,https://gallica.bnf.fr/ark:/12148/cb326850503/date,cb326850503_date
Album de L'Intransigeant,1894,1904,https://gallica.bnf.fr/ark:/12148/cb32685054g/date,cb32685054g_date
"Album judiciaire : journal de jurisprudence civile, commerciale et criminelle des cours et tribunaux d'Aix et du Midi",1829,1829,https://gallica.bnf.fr/ark:/12148/cb326851673/date,cb326851673_date
Album masques,1983,1986,https://gallica.bnf.fr/ark:/12148/cb34384690h/date,cb34384690h_date
"Album pratique de l'art industriel : recueil d'ornements et d'accessoires décoratifs modernes relatifs aux constructions économiques, avec prix de revient par pièce, par mètre carré et par mètre courant, à l'usage des ingénieurs, architectes, conducteurs, agents-voyers, gardes-mines, élèves des écoles, entrepreneurs, ouvriers / dirigé par C. A. Oppermann,...",1857,1866,https://gallica.bnf.fr/ark:/12148/cb34400533z/date,cb34400533z_date
Album-chanson : un numéro par semaine : paraît le dimanche,1899,1900,https://gallica.bnf.fr/ark:/12148/cb32685028x/date,cb32685028x_date
Alger en poche. Guide algérien et indicateur des rues d'Alger,1905,1905,https://gallica.bnf.fr/ark:/12148/cb326853591/date,cb326853591_date
"Alger mondain. Revue rose théâtrale, artistique, littéraire",1910,1910,https://gallica.bnf.fr/ark:/12148/cb32685382j/date,cb32685382j_date
Alger ouvrier. Bulletin officiel de la Bourse du travail d'Alger,1928,1928,https://gallica.bnf.fr/ark:/12148/cb326853847/date,cb326853847_date
